Nitrogen,Phosphorus,Potassium,Temperature,pH,Rainfall,Crop,Fertilizer
37,23,12,31.52675982,6.395258356,113.1169398,orange,MOP
39,9,15,25.35467646,7.992041984,116.7555937,orange,MOP
31,5,14,17.66545409,6.583411671,110.6857506,orange,MOP
18,12,8,12.59093977,6.206053072,119.3916718,orange,MOP
20,20,10,11.86631922,6.976997772,106.060149,orange,MOP
5,8,5,11.03367937,6.562594972,112.7715925,orange,MOP
20,8,12,25.2990432,7.260416405,117.9733424,orange,MOP
25,21,11,32.23797837,6.460044778,104.7052254,orange,MOP
14,19,14,17.68408797,6.699164936,108.0638166,orange,MOP
37,18,12,10.2708877,7.401121811,106.6955204,orange,MOP
26,15,6,17.22034507,6.912033409,108.0054343,orange,MOP
13,22,5,19.667056,7.764040111,100.1737964,orange,MOP
32,25,9,10.35609594,7.796034006,101.1456947,orange,MOP
19,7,9,27.255435,6.969883483,101.139435,orange,MOP
28,7,9,34.5917846,6.730757538,115.5650287,orange,MOP
24,30,11,32.39523995,6.601395755,113.25373,orange,MOP
7,17,10,10.16431299,6.465913274,106.362551,orange,MOP
18,23,8,21.49118657,6.41354791,101.4819888,orange,MOP
7,20,12,16.53460397,6.475275337,110.0447896,orange,MOP
20,23,11,31.8520694,6.407715561,109.9455062,orange,MOP
18,14,11,28.04799508,6.550814117,117.1311498,orange,MOP
34,11,10,31.75048899,7.36220835,115.1989301,orange,MOP
20,29,10,29.07412717,7.36549204,100.7896871,orange,MOP
37,24,13,19.14381903,7.8546243,108.0230792,orange,MOP
12,8,10,16.14820285,7.995848977,107.4287664,orange,MOP
34,10,14,34.05296914,6.725600855,116.8020848,orange,MOP
6,13,9,34.51423957,7.786725333,118.3271968,orange,MOP
27,30,5,32.71748548,7.656978112,113.328978,orange,MOP
13,8,12,25.16296632,7.105904818,114.3117197,orange,MOP
6,7,7,27.68167318,7.199106204,113.9995146,orange,MOP
40,17,15,21.35093384,7.871063004,107.0862095,orange,MOP
31,26,9,11.69894639,7.566165721,103.2005992,orange,MOP
61,68,50,35.21462816,6.793245417,243.0745066,papaya,Urea
58,46,45,42.39413392,6.576261427,88.46607497,papaya,Urea
45,47,55,38.4191628,6.751452932,119.2653877,papaya,Urea
39,65,53,35.33294932,6.560743093,235.6133585,papaya,Urea
31,68,45,42.92325255,6.938313356,196.2408242,papaya,Urea
70,68,45,33.83508569,6.991626158,203.4044028,papaya,Urea
68,62,50,33.20258348,6.977700268,197.5282582,papaya,Urea
34,65,47,23.48546973,6.833768535,191.7760562,papaya,Urea
38,68,54,29.33710543,6.739170045,202.0572747,papaya,Urea
69,64,47,40.21199348,6.993473247,186.6762324,papaya,Urea
58,51,47,42.13473976,6.757470637,197.402901,papaya,Urea
59,47,53,32.86316618,6.850663232,47.271547,papaya,Urea
44,64,54,29.80744318,6.74274935,232.7046126,papaya,Urea
56,57,48,31.56213762,6.506120752,63.62250788,papaya,Urea
69,60,54,36.32268069,6.98992719,141.1736926,papaya,Urea
56,58,49,37.13165026,6.69215564,172.4788062,papaya,Urea
49,55,53,38.4418717,6.544029776,77.71566883,papaya,Urea
38,51,52,32.66160599,6.927803911,78.85085502,papaya,Urea
54,65,47,27.92765919,6.721835879,149.9107557,papaya,Urea
57,57,51,39.01793345,6.99223441,105.8841531,papaya,Urea
39,52,53,32.51247398,6.704204398,51.07048113,papaya,Urea
58,67,45,38.72382798,6.702424548,62.62377075,papaya,Urea
61,64,52,43.30204933,6.641098708,110.562229,papaya,Urea
34,62,55,27.58548913,6.585346229,238.5008779,papaya,Urea
31,48,45,40.78881819,6.563134737,132.7923586,papaya,Urea
47,46,52,23.19451074,6.502289473,206.3999208,papaya,Urea
32,68,52,32.68067385,6.800321319,248.8592986,papaya,Urea
36,59,46,34.28879307,6.721130543,127.2509777,papaya,Urea
61,51,51,39.30050027,6.574677594,120.9512466,papaya,Urea
70,54,46,39.73149053,6.919342407,122.7628653,papaya,Urea
44,56,49,39.23342464,6.519779583,64.4478499,papaya,Urea
34,68,51,27.34734861,6.687088098,40.35153141,papaya,Urea
50,59,47,40.76998685,6.747975732,209.8678411,papaya,Urea
39,70,52,26.26559543,6.65149129,59.49373381,papaya,Urea
34,61,49,28.12971499,6.502675132,117.8201907,papaya,Urea
44,60,55,34.2804607,6.825371185,98.54047745,papaya,Urea
31,62,52,33.7960155,6.99104104,182.026807,papaya,Urea
65,62,51,31.53243779,6.511624841,207.0735119,papaya,Urea
44,57,53,42.30495821,6.93172108,74.876786,papaya,Urea
50,47,48,24.63676897,6.712772333,218.2299187,papaya,Urea
43,50,48,28.28222883,6.63016515,179.2720807,papaya,Urea
60,46,53,24.48620746,6.761953186,183.49095,papaya,Urea
70,68,55,42.84609252,6.691202286,78.8099639,papaya,Urea
59,62,52,43.67549305,6.608667684,103.8235658,papaya,Urea
60,58,51,42.07213781,6.840802254,165.7412972,papaya,Urea
42,60,47,33.46873719,6.834808348,136.8277041,papaya,Urea
35,66,47,31.7018373,6.953439161,48.83810592,papaya,Urea
34,65,48,41.41968393,6.665024508,199.3096432,papaya,Urea
36,54,46,42.54744013,6.662875839,214.4103848,papaya,Urea
39,64,52,28.91842453,6.678695788,63.68794608,papaya,Urea
37,52,47,43.08022702,6.54277684,211.8529059,papaya,Urea
33,47,46,29.20300896,6.839443833,209.4083305,papaya,Urea
34,48,48,41.04224355,6.805277038,181.527598,papaya,Urea
49,54,50,25.62446619,6.762522087,97.26336657,papaya,Urea
40,65,49,35.32876402,6.678449318,163.9069365,papaya,Urea
68,52,49,24.42561272,6.577192175,63.35298768,papaya,Urea
50,46,52,31.18298415,6.734005648,54.01872359,papaya,Urea
65,63,50,31.88342554,6.524459342,79.27201575,papaya,Urea
40,49,47,42.93368602,6.501521192,246.3613268,papaya,Urea
42,53,48,23.11407669,6.758479569,231.5153161,papaya,Urea
49,55,51,24.87212063,6.676578778,135.1694525,papaya,Urea
59,62,49,43.36051537,6.941496806,114.778071,papaya,Urea
63,58,47,26.83054058,6.864143752,144.6656444,papaya,Urea
70,65,52,30.42012134,6.583528529,75.95295,papaya,Urea
63,50,52,28.64555584,6.751747609,115.8163936,papaya,Urea
40,64,47,32.50037548,6.893509446,71.73759526,papaya,Urea
63,58,50,43.03714283,6.720744449,41.5856585,papaya,Urea
45,58,49,30.10773379,6.827812549,75.24521981,papaya,Urea
66,69,47,23.69212243,6.912299695,87.53393983,papaya,Urea
54,67,52,35.67667332,6.586107335,141.3381168,papaya,Urea
69,67,52,27.71948962,6.827305908,82.83061083,papaya,Urea
67,68,49,35.26824831,6.821774589,149.8488208,papaya,Urea
45,57,47,23.16855863,6.656458831,161.6892093,papaya,Urea
56,50,52,33.08706051,6.770384816,88.1300769,papaya,Urea
70,50,53,37.4620912,6.933809743,172.3458448,papaya,Urea
44,47,45,38.73218907,6.579441304,218.142147,papaya,Urea
50,60,47,32.57720726,6.92791761,93.7942847,papaya,Urea
52,51,53,38.38231475,6.985804083,210.2735346,papaya,Urea
35,68,45,42.93605359,6.612429546,234.8466111,papaya,Urea
68,69,52,25.65492304,6.813383387,52.95477913,papaya,Urea
32,55,52,37.58899717,6.9677596,159.6577388,papaya,Urea
32,55,51,29.60718808,6.57398033,62.68710535,papaya,Urea
48,62,47,25.34756111,6.803094965,174.4012337,papaya,Urea
39,69,53,25.9300384,6.964955435,241.8202079,papaya,Urea
49,61,45,32.76795887,6.764213299,240.4795923,papaya,Urea
48,57,54,29.02328049,6.617703178,126.8069869,papaya,Urea
69,66,49,40.00439101,6.52711001,92.11877372,papaya,Urea
53,55,55,33.32315744,6.709668804,234.496633,papaya,Urea
38,61,52,31.22790131,6.620729882,46.44279118,papaya,Urea
57,64,55,26.68386496,6.583760499,62.50689682,papaya,Urea
51,57,55,24.70528368,6.676407337,108.4103158,papaya,Urea
56,65,45,38.2016825,6.751298936,218.0908814,papaya,Urea
54,66,52,36.56769731,6.867554147,104.4218596,papaya,Urea
58,55,47,26.05375792,6.742490027,240.6863901,papaya,Urea
68,70,54,31.29986342,6.986228647,54.77830202,papaya,Urea
42,59,55,40.10207731,6.979102243,149.1199989,papaya,Urea
43,64,47,38.58954491,6.825664782,102.2708231,papaya,Urea
35,67,49,41.31330062,6.617066674,239.7427554,papaya,Urea
56,59,55,37.03551903,6.551892638,188.5181422,papaya,Urea
39,64,53,23.0124018,6.598860305,208.3357976,papaya,Urea
18,30,29,26.7627493,6.420018717,224.5903664,coconut,MOP
37,23,28,25.61294367,5.740054567,224.3206759,coconut,MOP
13,28,33,28.130115,5.686972967,151.0761899,coconut,MOP
2,21,35,25.02887163,6.293662363,179.8248944,coconut,MOP
10,18,35,27.79797651,6.381975465,181.6942283,coconut,MOP
7,11,32,29.25902906,5.542169139,184.7624496,coconut,MOP
39,5,31,27.10134661,5.551963184,150.9502632,coconut,MOP
34,6,27,25.84726298,5.860740481,147.8888994,coconut,MOP
31,30,29,26.58580443,5.558807063,178.8116076,coconut,MOP
25,7,35,28.38503882,5.55771171,189.6711349,coconut,MOP
16,18,26,28.43647052,5.568365926,145.5414413,coconut,MOP
26,10,33,28.27298134,6.07071786,198.8234862,coconut,MOP
27,8,32,27.00648436,5.627860549,144.3331315,coconut,MOP
37,18,30,27.63551259,6.38488418,157.9171537,coconut,MOP
19,15,34,26.29644905,5.685889066,215.9195049,coconut,MOP
0,19,33,27.1326009,6.234458417,204.7206567,coconut,MOP
31,20,26,25.56567803,6.443168642,199.7936345,coconut,MOP
9,17,32,25.94951662,5.842317989,172.0540491,coconut,MOP
22,11,29,28.03380598,5.955742971,218.0055713,coconut,MOP
31,6,26,29.12859129,5.741367375,157.2388553,coconut,MOP
34,6,30,27.0828252,5.948342571,171.7575545,coconut,MOP
24,6,32,28.11321494,6.387067562,172.4813641,coconut,MOP
1,8,26,27.5136304,5.562911913,156.6732553,coconut,MOP
31,13,33,27.63834933,5.85971872,205.5463111,coconut,MOP
10,9,28,29.01256899,6.282955073,150.0500312,coconut,MOP
36,27,26,26.58413917,6.25449571,171.6262299,coconut,MOP
38,24,33,28.28905147,5.973853124,142.9403233,coconut,MOP
11,6,25,28.69164799,6.081568052,178.9635457,coconut,MOP
16,14,30,29.70931288,6.37466756,209.8453993,coconut,MOP
33,14,35,27.14865285,6.027707171,149.2433497,coconut,MOP
16,6,29,29.28725038,5.868285082,132.1491176,coconut,MOP
32,11,31,25.06871967,6.205931638,134.8419069,coconut,MOP
38,14,30,26.92449525,5.570745386,194.9022136,coconut,MOP
8,6,33,28.27804288,6.095261013,171.9457959,coconut,MOP
23,6,33,29.18032562,6.025789594,204.9603677,coconut,MOP
29,25,35,28.3575072,5.542873799,160.7306991,coconut,MOP
24,14,33,29.38072512,6.366219551,218.5241851,coconut,MOP
32,12,30,25.39241091,5.579845008,218.080385,coconut,MOP
30,25,31,26.31270635,5.804965067,208.1181381,coconut,MOP
14,21,35,29.52501367,6.121005506,194.3100272,coconut,MOP
27,22,29,28.83214859,6.000248647,145.4172387,coconut,MOP
40,5,29,28.48444906,5.820978791,160.389421,coconut,MOP
17,11,32,28.74013335,5.620733794,156.7650823,coconut,MOP
30,30,35,25.00872392,6.001936419,165.8092179,coconut,MOP
28,10,30,29.8690834,6.305740522,192.7678575,coconut,MOP
39,7,29,27.54273211,6.362544111,150.2012138,coconut,MOP
32,20,35,26.52166434,5.588655387,144.6261698,coconut,MOP
7,15,32,25.03512351,6.182232762,174.796583,coconut,MOP
29,17,29,29.20394909,5.959493188,211.2506267,coconut,MOP
34,15,34,27.05826457,5.677282678,224.7006953,coconut,MOP
14,23,25,26.18552389,5.612122797,135.4186222,coconut,MOP
18,19,29,27.59376845,6.206077742,162.8432736,coconut,MOP
7,21,35,25.76011662,5.764812076,131.2451414,coconut,MOP
24,27,34,28.87862994,6.203376525,145.0583117,coconut,MOP
39,29,29,26.50908611,6.143662699,199.8778403,coconut,MOP
29,8,28,26.87037587,6.100429497,214.4128874,coconut,MOP
10,24,27,27.57283516,5.708409601,145.9298935,coconut,MOP
0,29,32,28.05912437,5.868255858,171.6516396,coconut,MOP
32,11,31,29.51611558,6.461225827,131.2116167,coconut,MOP
37,10,32,28.96318258,6.165084855,222.803013,coconut,MOP
20,29,27,25.09897688,6.047044342,157.7592626,coconut,MOP
31,29,35,27.1872282,6.137102505,141.3220576,coconut,MOP
17,30,27,29.03065024,5.894027065,205.5720367,coconut,MOP
1,12,30,27.754298,5.56222383,131.0900076,coconut,MOP
6,13,29,27.31155708,5.832608028,201.8258633,coconut,MOP
15,28,32,28.84270971,6.218571874,224.4016682,coconut,MOP
27,24,29,26.61423461,6.142010637,191.006688,coconut,MOP
3,23,30,29.70143197,6.078807239,215.1968037,coconut,MOP
8,26,26,25.54759871,5.702484758,212.867626,coconut,MOP
20,28,26,26.37978453,5.547594847,167.0470997,coconut,MOP
26,18,27,27.45907759,5.836075368,142.1430003,coconut,MOP
1,6,35,27.02269204,6.231662767,147.1682459,coconut,MOP
27,30,31,28.98545306,5.718120393,148.8398374,coconut,MOP
23,7,34,26.1055118,5.852038202,134.1279669,coconut,MOP
0,26,31,25.0707247,5.547933273,192.9036306,coconut,MOP
38,6,25,25.54963273,6.156259104,191.2996157,coconut,MOP
25,12,26,28.56973521,6.436314406,134.8370348,coconut,MOP
40,5,32,26.07010807,5.981169595,143.533473,coconut,MOP
0,19,31,25.51791333,6.271952833,178.7297725,coconut,MOP
26,9,32,25.9490364,6.470465614,144.1571109,coconut,MOP
35,30,34,28.2974764,6.141502001,182.4482352,coconut,MOP
19,30,30,29.56549169,5.826381164,224.8315729,coconut,MOP
31,13,33,29.69952329,6.342463714,148.3003692,coconut,MOP
17,29,26,26.14162144,6.071897347,195.4115025,coconut,MOP
2,30,30,26.00175125,6.331051715,209.540094,coconut,MOP
30,13,25,27.15116142,6.413184638,164.9182225,coconut,MOP
8,15,33,28.97318719,5.50158009,213.9011021,coconut,MOP
18,12,35,26.13958446,6.338720873,131.3387935,coconut,MOP
8,28,30,25.51618488,6.015672239,135.1272491,coconut,MOP
40,22,29,27.55821802,5.735364307,174.6256481,coconut,MOP
27,10,33,27.81132822,6.465906333,154.0621221,coconut,MOP
21,20,31,25.60033702,5.855457599,165.8248732,coconut,MOP
3,9,35,26.91641934,6.318552973,225.6323656,coconut,MOP
22,16,27,29.1797902,6.006784979,188.9252083,coconut,MOP
27,8,30,26.44600063,6.008386283,221.2258168,coconut,MOP
22,8,33,28.43572863,5.665785202,203.9283708,coconut,MOP
28,27,32,28.94099669,5.764615485,191.7723087,coconut,MOP
23,21,26,26.45488737,5.901495544,149.2220255,coconut,MOP
37,5,34,25.79490531,5.779032666,152.4238712,coconut,MOP
19,26,29,26.93141945,5.67154928,166.5712879,coconut,MOP
89,47,38,25.52468965,6.002524871,151.8869972,jute,Urea
60,37,39,26.59104992,6.033485257,161.2469997,jute,Urea
63,41,45,25.29781791,7.121933579,196.6249511,jute,Urea
86,40,39,25.72100868,6.207459637,175.6086697,jute,Urea
96,41,40,23.58419277,6.090060478,190.4242157,jute,Urea
100,35,36,25.31042337,6.346715209,190.5577618,jute,Urea
63,37,43,23.41798979,6.661957897,185.7446728,jute,Urea
70,43,40,24.35564134,6.176860192,169.1168028,jute,Urea
67,55,44,26.284017,7.251847296,182.2685447,jute,Urea
74,40,40,25.13842773,6.386259978,169.3388465,jute,Urea
89,53,44,24.88692811,7.319735475,150.2498675,jute,Urea
74,46,45,25.75734909,6.025028997,189.4263485,jute,Urea
89,41,38,23.12844351,6.344751947,199.8362913,jute,Urea
60,55,40,24.9949957,7.02777956,151.4935635,jute,Urea
67,43,38,25.21622704,7.299304715,195.8645552,jute,Urea
70,38,35,24.39736241,7.014063944,164.2697011,jute,Urea
74,49,38,23.31410442,7.488014404,164.4970373,jute,Urea
90,40,39,25.72668885,6.626503893,191.9649389,jute,Urea
82,35,44,26.96656378,6.239011,169.8391177,jute,Urea
73,45,37,23.70467146,6.742688094,181.2783964,jute,Urea
85,53,38,24.90075709,6.588017308,153.8990984,jute,Urea
81,56,36,23.39605743,7.097586415,174.7876411,jute,Urea
84,55,38,26.8748389,6.956682743,173.1017097,jute,Urea
80,45,42,23.1426498,7.380396262,151.9035477,jute,Urea
76,54,45,24.29496635,6.176618831,184.9800516,jute,Urea
76,56,39,24.39459498,6.551130445,197.1220049,jute,Urea
81,40,45,25.7629429,6.427726565,174.5071843,jute,Urea
76,44,45,25.4879684,6.740947635,168.7848886,jute,Urea
69,47,40,25.37122686,6.130136384,183.8270791,jute,Urea
82,40,45,26.21312799,6.667633355,180.1237765,jute,Urea
69,57,35,24.30748599,6.186814392,186.2337571,jute,Urea
81,36,38,23.76554749,6.334837865,150.3166152,jute,Urea
67,60,38,24.79853023,7.16214284,162.2847429,jute,Urea
72,51,40,23.20683504,7.422318499,199.4766779,jute,Urea
65,39,45,23.66805429,6.768001309,184.4633281,jute,Urea
78,50,43,25.12417673,6.348441469,159.5718087,jute,Urea
77,52,41,23.89069041,6.097294061,167.7230632,jute,Urea
89,52,42,23.09433785,6.14132902,196.6587013,jute,Urea
62,49,37,24.21744605,7.479248124,166.1365886,jute,Urea
90,48,45,24.06475727,6.509174789,153.6390212,jute,Urea
66,47,36,24.85441411,6.57256106,175.572958,jute,Urea
80,52,39,26.41915161,7.165696848,197.2101782,jute,Urea
89,52,45,24.89326318,7.207457208,196.469984,jute,Urea
77,51,44,23.25583402,7.124333547,166.2160846,jute,Urea
94,37,41,24.7634518,6.463538707,179.1630865,jute,Urea
75,41,35,24.97042599,6.856833064,166.6415254,jute,Urea
60,55,36,26.12797248,7.132389299,150.6326874,jute,Urea
62,56,35,25.97825807,6.235357638,163.3488091,jute,Urea
84,40,42,26.2830571,6.704273839,186.6898282,jute,Urea
100,56,40,26.38905406,7.433313409,176.1516409,jute,Urea
75,56,44,25.2746335,6.109478059,168.0432282,jute,Urea
78,46,42,23.09499564,7.095413294,155.3851533,jute,Urea
82,48,36,25.79351957,6.352076783,193.2418382,jute,Urea
100,58,41,23.17403323,6.658769991,160.6217342,jute,Urea
88,50,40,25.63215038,7.051822472,182.2582277,jute,Urea
67,41,40,25.848795,7.333143205,152.6194403,jute,Urea
72,42,43,26.56767277,6.352771037,181.2915605,jute,Urea
89,40,43,26.24532085,7.124050134,189.9711184,jute,Urea
89,57,43,26.91515043,6.998787171,177.2233048,jute,Urea
61,41,44,24.36972377,6.537914958,159.9210934,jute,Urea
79,45,43,25.71901283,7.171054239,187.1735424,jute,Urea
84,40,43,25.01157559,7.228268228,169.4168014,jute,Urea
98,43,35,25.40785911,7.319952206,188.6372826,jute,Urea
75,36,44,23.28081,6.613341343,153.7447398,jute,Urea
89,58,35,23.98651719,6.096838784,167.0576456,jute,Urea
91,41,37,24.48556447,6.132570523,192.2316221,jute,Urea
77,48,36,25.86705009,7.36008498,154.8390847,jute,Urea
66,58,35,23.5643831,7.321619041,185.25947,jute,Urea
62,59,41,24.2248758,7.175170657,192.4931257,jute,Urea
82,35,35,25.49386782,7.299076163,176.5268267,jute,Urea
61,41,35,24.97178693,6.842966479,195.7571622,jute,Urea
99,57,38,24.80624984,6.356295568,156.3616174,jute,Urea
70,42,43,23.16814977,6.508342839,157.1215052,jute,Urea
90,59,35,24.25133493,7.098227926,175.1742112,jute,Urea
73,43,42,26.58361011,6.310699968,154.8238864,jute,Urea
67,46,44,26.82489244,7.093328631,153.9199807,jute,Urea
84,37,42,25.49674786,6.691074249,169.9288234,jute,Urea
72,41,36,24.09874353,6.187746776,176.8604109,jute,Urea
71,56,37,23.18866654,6.491506245,176.103677,jute,Urea
64,53,38,26.24347471,6.855362875,183.4065252,jute,Urea
65,54,39,23.75091572,7.124571593,160.0889553,jute,Urea
60,58,37,26.13871511,6.067302109,171.4892533,jute,Urea
86,39,43,26.14576648,6.432051512,193.1007598,jute,Urea
90,50,44,26.91643698,6.253408852,171.4716375,jute,Urea
91,38,36,26.5232969,7.287318723,157.8548562,jute,Urea
87,48,38,23.81579631,7.161865733,190.312216,jute,Urea
72,41,36,26.50838667,6.065898283,152.9801697,jute,Urea
71,54,35,26.63952463,7.311077075,199.3355744,jute,Urea
82,46,41,23.3250131,6.581693772,187.3096148,jute,Urea
71,52,43,26.47549543,6.732826127,180.2513601,jute,Urea
80,43,43,23.78756036,6.014572075,172.6442654,jute,Urea
77,55,43,25.49941707,6.663559451,193.7141828,jute,Urea
95,57,41,23.24925555,6.434610995,184.7674863,jute,Urea
63,47,35,26.98582182,7.432768147,193.8778713,jute,Urea
93,43,38,23.61475336,6.987332927,150.2355238,jute,Urea
87,44,43,23.87484465,6.718725189,177.5147313,jute,Urea
88,52,39,23.92887902,6.880204617,154.6608736,jute,Urea
90,39,37,24.81441246,6.86106911,190.7886386,jute,Urea
90,39,43,24.44743944,6.7693455,190.9684885,jute,Urea
84,38,43,26.57421679,7.26158085,159.3223075,jute,Urea
91,21,26,26.33377983,7.261313694,191.6549412,coffee,Potassium Sulphate
107,21,26,26.45288458,7.235070264,144.6861336,coffee,Potassium Sulphate
83,38,35,25.70822684,7.18915558,136.7325092,coffee,Potassium Sulphate
108,24,31,24.12832546,6.431899748,147.2757818,coffee,Potassium Sulphate
116,28,34,23.44372334,6.42321105,122.2103248,coffee,Potassium Sulphate
116,23,25,23.4123707,6.869720196,139.3670753,coffee,Potassium Sulphate
109,31,27,23.05951896,6.973839707,164.4971875,coffee,Potassium Sulphate
89,25,34,23.07895447,7.184801627,129.8765443,coffee,Potassium Sulphate
118,18,32,27.6496114,6.351823783,122.8392822,coffee,Potassium Sulphate
111,32,34,25.46743689,6.392048018,171.3764462,coffee,Potassium Sulphate
84,36,28,26.7350622,6.119892347,140.6305213,coffee,Potassium Sulphate
85,33,25,26.20811417,6.910823945,189.0944824,coffee,Potassium Sulphate
99,15,27,27.0424167,6.501157208,165.6872119,coffee,Potassium Sulphate
81,30,31,24.65090184,7.027585559,135.1386537,coffee,Potassium Sulphate
95,39,29,27.35152643,7.13411409,148.9812525,coffee,Potassium Sulphate
81,34,30,25.17787724,6.647765997,135.0119649,coffee,Potassium Sulphate
80,15,28,23.11438731,6.703270635,161.8944624,coffee,Potassium Sulphate
104,20,26,27.22783677,7.493191968,175.7260273,coffee,Potassium Sulphate
109,29,28,23.26316991,6.724688503,194.1755471,coffee,Potassium Sulphate
100,32,26,25.234661,6.043485685,124.2261737,coffee,Potassium Sulphate
100,24,28,25.59535262,7.101661011,195.7733251,coffee,Potassium Sulphate
83,21,28,25.5674832,7.466900683,190.2257843,coffee,Potassium Sulphate
120,23,28,25.67324193,6.877799264,196.2736367,coffee,Potassium Sulphate
104,26,30,24.40726724,6.410992833,148.6977358,coffee,Potassium Sulphate
108,33,31,23.69287069,7.393825704,144.6576424,coffee,Potassium Sulphate
91,25,26,24.53460016,7.482414225,180.5059257,coffee,Potassium Sulphate
86,26,27,27.13140403,6.081172981,192.4280381,coffee,Potassium Sulphate
98,18,27,27.56088634,6.516312148,167.4358075,coffee,Potassium Sulphate
111,27,31,23.59302313,6.043330951,191.3980675,coffee,Potassium Sulphate
84,39,35,23.17714381,6.959404135,117.3113562,coffee,Potassium Sulphate
98,27,27,24.71384065,7.238109556,197.6439711,coffee,Potassium Sulphate
118,21,34,24.38534644,7.234258375,119.6324109,coffee,Potassium Sulphate
103,27,31,27.15998538,6.691541233,126.1752206,coffee,Potassium Sulphate
82,24,33,26.53543168,6.809593554,120.6494434,coffee,Potassium Sulphate
86,31,35,27.01207284,6.485761419,191.4508931,coffee,Potassium Sulphate
88,35,35,27.55906475,6.784460602,117.9389993,coffee,Potassium Sulphate
84,27,29,23.32293161,7.167092586,168.2644287,coffee,Potassium Sulphate
120,40,33,24.23850608,6.73410539,115.1564012,coffee,Potassium Sulphate
106,40,30,23.42611644,6.779984384,122.6847408,coffee,Potassium Sulphate
113,21,33,26.02241444,7.277422738,176.9020924,coffee,Potassium Sulphate
117,34,25,24.83846178,7.21270048,124.4135035,coffee,Potassium Sulphate
80,30,25,26.24092174,7.487266991,148.3771202,coffee,Potassium Sulphate
88,21,27,24.43011925,7.231166546,181.6368274,coffee,Potassium Sulphate
113,33,34,26.00373964,6.559817161,153.477776,coffee,Potassium Sulphate
87,23,28,26.22367404,6.979590627,193.7461968,coffee,Potassium Sulphate
113,15,29,27.09617155,6.779230041,190.2440566,coffee,Potassium Sulphate
98,29,30,25.64004392,6.217974349,199.4735636,coffee,Potassium Sulphate
97,29,27,27.74576987,7.205078785,139.8619431,coffee,Potassium Sulphate
85,35,32,26.24928198,6.854011265,133.1120232,coffee,Potassium Sulphate
82,29,35,26.67377159,6.246872394,156.1543898,coffee,Potassium Sulphate
103,33,25,27.10210397,6.911066044,139.5013171,coffee,Potassium Sulphate
112,17,28,27.62975458,6.777417989,196.6492664,coffee,Potassium Sulphate
99,19,33,27.5364547,6.273741983,130.6377143,coffee,Potassium Sulphate
120,20,34,23.56960509,6.906124587,130.3797119,coffee,Potassium Sulphate
114,27,28,24.99451759,7.162802357,192.8736822,coffee,Potassium Sulphate
100,40,35,27.56441788,6.955787351,177.816092,coffee,Potassium Sulphate
108,35,25,23.98143338,6.971963169,161.5279095,coffee,Potassium Sulphate
115,31,30,24.22984659,6.840927967,122.4073418,coffee,Potassium Sulphate
87,28,30,25.60153969,6.536676653,168.8383605,coffee,Potassium Sulphate
82,24,26,24.31274458,6.089443603,184.4103931,coffee,Potassium Sulphate
94,26,27,26.36629861,7.456460375,177.3176161,coffee,Potassium Sulphate
87,28,35,26.5602777,6.759211911,152.0616227,coffee,Potassium Sulphate
118,40,35,26.35034208,7.460174812,121.5586297,coffee,Potassium Sulphate
87,38,29,25.20406808,6.652642579,156.1457255,coffee,Potassium Sulphate
92,40,30,23.35723208,6.026287448,171.6976946,coffee,Potassium Sulphate
97,22,26,23.60567546,6.074190142,185.1568059,coffee,Potassium Sulphate
99,40,32,24.18471151,7.045543056,163.2708732,coffee,Potassium Sulphate
89,28,33,26.44414097,6.993236001,175.3723314,coffee,Potassium Sulphate
112,39,29,26.12492233,6.726528895,147.8035305,coffee,Potassium Sulphate
111,28,26,27.77363343,6.937352845,192.7121236,coffee,Potassium Sulphate
114,20,26,25.55656667,7.27905689,193.5866233,coffee,Potassium Sulphate
117,26,30,27.92374437,7.079850922,115.2325531,coffee,Potassium Sulphate
111,29,31,26.05968403,6.136286518,161.3432535,coffee,Potassium Sulphate
119,30,28,26.35770906,6.505203696,163.6269496,coffee,Potassium Sulphate
116,40,33,24.91370487,7.042089492,129.5481144,coffee,Potassium Sulphate
95,37,35,27.31317116,6.348337519,192.4288139,coffee,Potassium Sulphate
86,40,33,26.1387869,7.432322234,136.3027766,coffee,Potassium Sulphate
117,37,32,23.1069385,6.787658922,162.5769606,coffee,Potassium Sulphate
105,18,35,23.52648086,6.743417121,171.8839938,coffee,Potassium Sulphate
109,23,25,25.11711046,7.00733163,194.8773479,coffee,Potassium Sulphate
80,18,31,24.02952505,7.303033217,134.6803969,coffee,Potassium Sulphate
101,31,26,26.70897548,6.861235184,158.8608887,coffee,Potassium Sulphate
103,33,33,26.71717393,7.131435858,126.8073984,coffee,Potassium Sulphate
93,26,27,24.59245684,7.288211994,137.7044047,coffee,Potassium Sulphate
104,35,28,27.51006055,6.983732393,143.9955548,coffee,Potassium Sulphate
116,36,25,27.57847581,6.172090205,156.6810374,coffee,Potassium Sulphate
107,38,29,26.65069302,6.35118177,145.105065,coffee,Potassium Sulphate
101,33,33,26.97251562,6.908671379,142.8610793,coffee,Potassium Sulphate
107,31,31,23.17124551,6.766184468,153.1201644,coffee,Potassium Sulphate
99,16,30,23.52652084,6.392791654,186.1728203,coffee,Potassium Sulphate
103,40,30,27.30901814,6.348316257,141.4831644,coffee,Potassium Sulphate
118,31,34,27.54823036,6.123796057,181.4170812,coffee,Potassium Sulphate
